W,P,T,G,H,Kc_mean,vp_std,ohmic_loss_mean,S11_max,S21_mean,bandwidth_estimate,sim_time,success,failure_reason,raw_files,metadata,Kc_TM21_mean,sync_error,vp_TM21_std,mode_ratio,f_TM21_ghz,f_fund_ghz,stage,problem_name,is_feasible,neg_Kc_mean
3.260891176159228,0.8270905193625974,0.31856268867206683,0.2759673154186566,0.4809245350370382,4.420091819365837,0.06027098396005365,0.11607113108542833,-18.427116758614073,-2.1195273325163564,10.68509588219705,0.000171200000000038,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",4.420091819365837,0.06027098396005365,0.01436787172840052,1.415141206681743,98.23019845476978,92.9308350706198,initial,DSG_W_Band_BWO,True,-4.420091819365837
3.3428851444221563,0.8994139604878981,0.29608436828291596,0.204692976815274,0.4631015216769709,5.742240355739815,0.18,0.11024095000870748,-18.37751102939832,-1.7774278350481418,4.1,9.529999999990935e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.742240355739815,0.18,0.025171902265988404,1.3377933484776863,81.58297391842497,76.89419116786559,initial,DSG_W_Band_BWO,True,-5.742240355739815
2.8102490906140436,0.737862422426444,0.3940566519042852,0.1880531225583954,0.6364375401845859,5.018621054983441,0.18,0.0888339360182623,-16.881577723537617,-1.4410358076421539,3.7889025089532473,8.289999999977482e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['mode_competition_risk']}",5.018621054983441,0.18,0.01700831981224971,1.0444512544766238,116.47940212416913,112.27191505120268,initial,DSG_W_Band_BWO,True,-5.018621054983441
3.3960308750316455,0.8155676699414752,0.335868734539702,0.2902604839596901,0.5822558593117391,5.737525283602634,0.07187879740669367,0.10101660041697821,-17.724420243518566,-1.9699445091694285,10.046666142631848,9.069999999988809e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['manufacturing_risk']}",5.737525283602634,0.07187879740669367,0.012320413645106231,1.5104468986208308,102.26942982569723,95.55092114715272,initial,DSG_W_Band_BWO,True,-5.737525283602634
3.069663841938606,0.7838927741570394,0.23498820752904107,0.16623734152715208,0.7456020921980451,7.357611833329251,0.13881796116584075,0.12602955364250745,-18.495835351457078,-2.1556229246086693,6.365012135878759,7.259999999975619e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'beam_tunnel_narrow', 'mode_competition_risk', 'manufacturing_risk']}",7.357611833329251,0.13881796116584075,0.013857482968196083,1.412828612271178,94.90685467375182,87.6932370400875,initial,DSG_W_Band_BWO,True,-7.357611833329251
3.034141199107888,0.7093344200745406,0.3586047718360405,0.24851634596629782,0.6070181845759602,5.418463577092186,0.18,0.08905068012491577,-17.796891529541323,-1.511431107139148,3.760671824147874,7.210000000013039e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.418463577092186,0.18,0.02540606352914046,1.030335912073937,123.9856674468515,120.02117854612302,initial,DSG_W_Band_BWO,True,-5.418463577092186
3.171509209606453,0.8608760753157445,0.36962259954487675,0.21206154132364752,0.691749082250672,6.4061393872603505,0.18,0.09865073208484844,-14.935268488486022,-1.6800517323515218,4.1,7.109999999999062e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high']}",6.4061393872603505,0.18,0.013656621356180898,1.3273467374345238,88.96465910133556,82.73796486062092,initial,DSG_W_Band_BWO,True,-6.4061393872603505
3.5858209290616667,0.843085789841351,0.2529806764251136,0.1500312533122285,0.6684415167606599,7.087064891542661,0.18,0.1056191002773498,-18.746816094360145,-1.816179511697435,4.1,7.210000000013039e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['mode_competition_risk']}",7.087064891542661,0.18,0.012621988951979256,1.452745553772889,85.20511728241843,76.14286860442559,initial,DSG_W_Band_BWO,True,-7.087064891542661
2.9154731359061863,0.7736609790648491,0.27048575843494244,0.1284797317105764,0.5188078127330005,6.778454492505248,0.06687757118970926,0.11316812543669082,-16.609913402326676,-2.1111656446436418,10.32173358456599,7.009999999985084e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['mode_competition_risk', 'manufacturing_risk']}",6.778454492505248,0.06687757118970926,0.014982156183586306,1.2330751100558048,102.08958849218182,96.75066846736233,initial,DSG_W_Band_BWO,True,-6.778454492505248
3.458179097742782,0.7548952431181564,0.28097461082254316,0.23817424991666142,0.5598574954418069,5.613424049813487,0.18,0.09344025480646675,-17.818919403446383,-1.5625065181167037,4.1,7.130000000010739e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.613424049813487,0.18,0.014363469271027203,1.3534733840924877,112.59362141248346,105.81764603216664,initial,DSG_W_Band_BWO,True,-5.613424049813487
3.1372695207595824,0.8667484402656556,0.32975246310234074,0.29368748545646667,0.6498585283756256,5.036608372092652,0.18,0.10684942372506409,-11.58570210182642,-1.960091650908915,4.1,7.149999999978007e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['manufacturing_risk']}",5.036608372092652,0.18,0.01748614683187544,1.3862390569991234,88.33562345423776,83.44631981867417,initial,DSG_W_Band_BWO,True,-5.036608372092652
3.5797207355499268,0.7297589480876923,0.2537988913059235,0.12937321878969668,0.5894597858190537,5.762450727143479,0.18,0.09581739496949165,-10.97956116097484,-1.8195399072878071,4.1,7.109999999999062e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['manufacturing_risk']}",5.762450727143479,0.18,0.0211128727445806,1.4429385564424864,112.87704877480634,104.6157475748739,initial,DSG_W_Band_BWO,True,-5.762450727143479
3.3765642166137697,0.8240586161613465,0.3653223526477814,0.23826363801956174,0.482756819576025,4.256807650813171,0.05505474860838831,0.10606399420071054,-17.77044953937542,-1.9335107302126255,10.971988826538643,8.849999999993585e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",4.256807650813171,0.05505474860838831,0.011978285631924959,1.401953620393205,101.57248462308276,95.22530957816787,initial,DSG_W_Band_BWO,True,-4.256807650813171
2.934173798561096,0.7856836140155792,0.28936813175678255,0.1779294490814209,0.6825868785381317,7.765724200552344,0.03734518278137723,0.09989406896170441,-18.925226930796008,-1.9277432066682187,11.0,7.990000000024366e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'mode_competition_risk']}",7.765724200552344,0.03734518278137723,0.010953753737055129,1.2955258362367656,99.09046454356098,93.07403512588506,initial,DSG_W_Band_BWO,True,-7.765724200552344
2.8936891734600065,0.8360218644142151,0.23329937398433687,0.1934237176179886,0.7142673075199127,7.2161580258790154,0.18,0.11134223929328443,-14.876284007195908,-1.945407151221001,4.075009591760898,7.650000000003487e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'beam_tunnel_narrow', 'mode_competition_risk', 'manufacturing_risk']}",7.2161580258790154,0.18,0.011612194473253762,1.1875047958804488,82.52032685689427,76.99627513660985,initial,DSG_W_Band_BWO,True,-7.2161580258790154
3.2486894130706787,0.7730374813079833,0.35424275875091554,0.22282589435577393,0.5203520849347114,5.791426390703392,0.18,0.09865494101286526,-17.980642699301857,-1.764253507657778,4.1,7.530000000022241e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.791426390703392,0.18,0.011953520729555774,1.3860652159186053,112.12006010747561,106.19154085817277,initial,DSG_W_Band_BWO,True,-5.791426390703392
