W,P,T,G,H,Kc_mean,vp_std,ohmic_loss_mean,S11_max,S21_mean,bandwidth_estimate,sim_time,success,failure_reason,raw_files,metadata,Kc_TM21_mean,sync_error,vp_TM21_std,mode_ratio,f_TM21_ghz,f_fund_ghz
3.3063283716246668,0.8102458322481757,0.3288496424952677,0.18539565599944155,0.48472135967637436,5.397201633557547,0.037973597366961334,0.10276607932527992,-17.744951752712737,-1.7874500640554012,11.0,0.00017179999999994422,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",5.397201633557547,0.037973597366961334,0.012090190372052329,1.5594608323717496,101.05196072159258,94.3864592485757
3.3261892543624745,0.7196713262043066,0.2485256631847565,0.27470393998203474,0.6242263003246374,5.03476974483028,0.18,0.10485961290955492,-17.8514360637755,-1.9668215170313441,4.1,9.369999999986334e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['beam_tunnel_narrow', 'mode_competition_risk']}",5.03476974483028,0.18,0.022261573169373845,1.3540486366741895,117.25844990626618,111.78521059055193
3.4152716390971127,0.7365499295676231,0.37774178097309474,0.14513309035935254,0.6817911486219695,5.630883752585679,0.18,0.10898060942105196,-16.589226876460817,-1.9571803654756996,4.1,7.789999999996411e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'manufacturing_risk']}",5.630883752585679,0.18,0.01836184767467762,1.3902044472739303,117.20488869043177,109.34026846210855
3.4577467131845068,0.8131183759850212,0.2610378913634374,0.27075235047581986,0.6752641491853318,6.776341559604378,0.09191999412614403,0.11143476646876027,-17.393451980644475,-2.0331629426036697,8.944400323062078,7.319999999988447e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['mode_competition_risk']}",6.776341559604378,0.09191999412614403,0.011611603980974628,1.4242978966747788,96.78131031710518,88.88543282024682
3.0900421521953336,0.8769162405882878,0.36591426372250857,0.2825164419771078,0.6979399351580131,5.550042523314656,0.18,0.11897384679733482,-9.01294858575783,-2.1625790757727295,4.1,7.129999999988534e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'manufacturing_risk']}",5.550042523314656,0.18,0.019543664142560584,1.281244185889578,87.86796368455457,83.18420532761715
3.0504841975037627,0.7933472236943238,0.3493780699169037,0.26020912368761007,0.7064838927464845,6.539505334012208,0.12796133873734722,0.11209698274801506,-15.317049806715042,-2.106579653453966,6.962126369445903,7.1200000000049e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high']}",6.539505334012208,0.12796133873734722,0.011505037176597689,1.2655586846402704,104.75194956777413,98.42434699902171
3.364213260771906,0.727768769649145,0.3408070065085537,0.29472222477426163,0.4991336000167382,4.377327225530015,0.18,0.11853305470730878,-16.397397055648547,-2.1554232799693156,4.1,8.849999999993585e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['manufacturing_risk']}",4.377327225530015,0.18,0.025128048223348094,1.333981805530437,123.1542822657367,118.12843130707797
3.592258807682732,0.7685218888518495,0.3043616093619448,0.24478729678086636,0.4589614753361883,,,,,,,4.199999999987547e-05,False,mock_dsg_solver_instability,,{},,,,,,
3.0033448309801556,0.8901199908593282,0.23763540281543527,0.16694884129779508,0.7171495261910743,7.266768693895646,0.18,0.11602408851565059,-13.201995533573232,-2.1360668078453715,4.1,7.00000000000145e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': ['structure_height_high', 'beam_tunnel_narrow', 'mode_competition_risk', 'manufacturing_risk']}",7.266768693895646,0.18,0.023226833930197956,1.2544600110714674,72.31506710707257,67.15083671211977
3.1510623367806367,0.8250777465600048,0.2507601392452852,0.15916016251419635,0.5812417578064054,8.22015521924834,0.18,0.09300496713562754,-18.455583415972608,-1.8450034811702742,4.1,7.269999999981458e-05,True,,,"{'backend': 'mock_dsg', 'geometry_warnings': []}",8.22015521924834,0.18,0.010840535545133865,1.4772336273416522,88.90083547466304,82.6475429930699
